Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Suzuki,Gixxer,2005,247,71.0,80372,55399,Dealer,Tier 1,Petrol,Not Insured,Gujarat,31,20,31.07
Bajaj,CT 100,2013,95,67.1,108941,40415,Dealer,Tier 3,Electric,Insured,Maharashtra,42,12,62.9
Bajaj,CT 100,2022,115,30.4,118333,65056,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,34,3,45.02
Suzuki,Access,2018,163,72.1,89129,31460,Dealer,Tier 3,Electric,Not Insured,Gujarat,52,7,64.7
Suzuki,Gixxer,2016,84,37.7,123607,113617,Individual,Tier 2,Petrol,Not Insured,Karnataka,49,9,8.08
Yamaha,FZ,2020,342,54.3,55577,53859,Individual,Tier 3,Diesel,Not Insured,Rajasthan,12,5,3.09
Yamaha,FZ,2012,92,49.8,144455,132415,Dealer,Tier 3,Petrol,Insured,Maharashtra,59,13,8.33
Suzuki,Burgman,2007,225,72.0,125526,59396,Individual,Tier 2,Petrol,Not Insured,Rajasthan,24,18,52.68
Hero,Passion,2020,205,70.2,57725,40950,Individual,Tier 2,Diesel,Insured,Maharashtra,51,5,29.06
Suzuki,Burgman,2016,89,33.4,126466,104209,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,19,9,17.6
Hero,Passion,2013,232,62.4,75572,55303,Individual,Tier 3,Petrol,Insured,Rajasthan,17,12,26.82
Yamaha,R15,2013,189,70.3,90230,36213,Individual,Tier 3,Petrol,Not Insured,Rajasthan,43,12,59.87
Bajaj,CT 100,2009,164,34.2,134332,33666,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,41,16,74.94
Honda,Livo,2013,307,62.1,143510,116816,Individual,Tier 3,Electric,Insured,Tamil Nadu,32,12,18.6
Hero,HF Deluxe,2019,263,38.5,65988,41308,Dealer,Tier 2,Electric,Not Insured,Delhi,55,6,37.4
Suzuki,Burgman,2017,98,74.2,57307,47201,Dealer,Tier 2,Electric,Not Insured,Maharashtra,12,8,17.63
Yamaha,SZ,2005,263,46.3,71575,60815,Dealer,Tier 1,Electric,Not Insured,Gujarat,22,20,15.03
Bajaj,Avenger,2017,329,62.7,134065,107835,Dealer,Tier 2,Diesel,Insured,Maharashtra,31,8,19.57
Suzuki,Access,2009,282,75.0,79044,77545,Individual,Tier 2,Petrol,Not Insured,Karnataka,26,16,1.9
Honda,Unicorn,2013,343,42.4,102496,58256,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,36,12,43.16
Hero,Passion,2021,206,69.8,134661,26301,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,59,4,80.47
Yamaha,SZ,2011,187,67.4,40372,34854,Individual,Tier 1,Diesel,Insured,Rajasthan,29,14,13.67
Hero,Passion,2006,326,59.8,144608,89612,Dealer,Tier 1,Electric,Not Insured,Rajasthan,46,19,38.03
Honda,Unicorn,2006,232,79.6,92555,26920,Individual,Tier 2,Electric,Not Insured,Gujarat,28,19,70.91
Bajaj,CT 100,2008,86,45.4,136570,62664,Individual,Tier 3,Diesel,Not Insured,Gujarat,54,17,54.12
Hero,HF Deluxe,2008,284,47.2,44657,42034,Dealer,Tier 1,Petrol,Not Insured,Tamil Nadu,24,17,5.87
Honda,Unicorn,2016,208,56.4,71072,62872,Dealer,Tier 1,Electric,Not Insured,Rajasthan,59,9,11.54
Bajaj,CT 100,2022,214,69.3,122359,31317,Individual,Tier 1,Diesel,Insured,Maharashtra,15,3,74.41
Honda,Shine,2006,176,51.1,60809,23961,Individual,Tier 2,Petrol,Insured,Gujarat,26,19,60.6
Bajaj,Pulsar,2009,237,70.4,146412,44176,Dealer,Tier 3,Petrol,Not Insured,Gujarat,12,16,69.83
Bajaj,CT 100,2020,135,67.8,55087,25669,Individual,Tier 1,Electric,Insured,Tamil Nadu,15,5,53.4
Yamaha,R15,2006,199,46.0,84554,43448,Individual,Tier 2,Diesel,Insured,Maharashtra,36,19,48.62
Honda,Shine,2014,163,59.3,47281,20766,Dealer,Tier 1,Electric,Insured,Uttar Pradesh,20,11,56.08
Suzuki,Access,2005,147,58.3,69079,60494,Individual,Tier 1,Electric,Not Insured,Maharashtra,20,20,12.43
Bajaj,Pulsar,2014,347,64.8,107293,100554,Individual,Tier 3,Electric,Not Insured,Karnataka,49,11,6.28
Honda,Livo,2011,248,36.0,35652,20429,Individual,Tier 3,Diesel,Not Insured,Karnataka,52,14,42.7
Suzuki,Access,2005,322,36.0,75920,20958,Individual,Tier 1,Diesel,Insured,Maharashtra,16,20,72.39
Bajaj,Avenger,2020,184,44.5,96233,89141,Individual,Tier 2,Petrol,Insured,Delhi,38,5,7.37
Honda,Unicorn,2010,185,74.9,132615,38982,Individual,Tier 2,Diesel,Insured,Karnataka,29,15,70.61
Bajaj,CT 100,2007,287,75.0,129561,56625,Dealer,Tier 1,Petrol,Not Insured,Karnataka,46,18,56.29
Suzuki,Gixxer,2019,128,52.8,70314,47629,Individual,Tier 3,Diesel,Not Insured,Uttar Pradesh,50,6,32.26
Bajaj,Pulsar,2015,185,42.5,115540,65693,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,11,10,43.14
Hero,Passion,2022,124,74.8,42147,25894,Individual,Tier 3,Electric,Insured,Gujarat,51,3,38.56
Suzuki,Access,2020,232,33.2,65670,43869,Dealer,Tier 1,Electric,Insured,Rajasthan,31,5,33.2
Suzuki,Burgman,2019,314,56.8,57961,38872,Dealer,Tier 2,Electric,Not Insured,Rajasthan,13,6,32.93
Suzuki,Gixxer,2006,218,47.9,41116,40530,Dealer,Tier 2,Diesel,Not Insured,Karnataka,52,19,1.43
Yamaha,SZ,2020,327,65.1,129863,23482,Individual,Tier 3,Diesel,Insured,Delhi,23,5,81.92
Suzuki,Burgman,2016,204,59.7,115468,66737,Dealer,Tier 2,Electric,Insured,Karnataka,31,9,42.2
Suzuki,Burgman,2017,267,40.1,131850,59378,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,26,8,54.97
Bajaj,Avenger,2015,110,32.9,31914,29675,Individual,Tier 3,Electric,Not Insured,Maharashtra,22,10,7.02
Hero,Passion,2007,121,57.5,80691,72733,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,49,18,9.86
Hero,Splendor,2015,210,52.7,148958,71841,Dealer,Tier 1,Electric,Insured,Rajasthan,51,10,51.77
Hero,Splendor,2011,284,50.4,51712,30910,Dealer,Tier 2,Petrol,Insured,Rajasthan,17,14,40.23
Hero,Passion,2010,168,66.6,71231,66204,Individual,Tier 2,Electric,Not Insured,Maharashtra,22,15,7.06
Hero,Passion,2011,343,76.4,52776,31643,Individual,Tier 3,Petrol,Insured,Gujarat,54,14,40.04
Honda,Livo,2021,192,63.8,83756,75854,Individual,Tier 1,Petrol,Insured,Rajasthan,50,4,9.43
Yamaha,SZ,2009,119,30.2,84000,69881,Dealer,Tier 2,Petrol,Not Insured,Gujarat,47,16,16.81
Yamaha,R15,2005,204,42.1,66637,55617,Individual,Tier 2,Petrol,Not Insured,Karnataka,28,20,16.54
Hero,Splendor,2021,180,36.4,58807,20641,Individual,Tier 3,Electric,Not Insured,Rajasthan,52,4,64.9
Suzuki,Burgman,2011,316,41.9,32597,32002,Dealer,Tier 1,Electric,Not Insured,Maharashtra,33,14,1.83
Honda,Shine,2008,131,48.7,54790,40388,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,54,17,26.29
Yamaha,FZ,2009,184,44.1,93796,68415,Dealer,Tier 3,Electric,Insured,Maharashtra,11,16,27.06
Suzuki,Gixxer,2005,159,39.6,103107,74472,Dealer,Tier 3,Electric,Insured,Gujarat,21,20,27.77
Hero,Passion,2023,337,57.5,139974,49205,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,41,2,64.85
Suzuki,Gixxer,2023,89,50.7,138401,102777,Dealer,Tier 3,Electric,Not Insured,Delhi,12,2,25.74
Suzuki,Gixxer,2018,252,36.3,31466,28902,Dealer,Tier 1,Petrol,Insured,Maharashtra,14,7,8.15
Honda,Unicorn,2011,177,49.1,95078,76519,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,22,14,19.52
Yamaha,SZ,2018,220,78.2,119350,88467,Dealer,Tier 3,Diesel,Not Insured,Delhi,56,7,25.88
Honda,Unicorn,2015,196,31.2,85760,32704,Dealer,Tier 2,Diesel,Insured,Maharashtra,15,10,61.87
Yamaha,R15,2020,155,61.6,108867,70203,Dealer,Tier 1,Petrol,Insured,Gujarat,32,5,35.51
Hero,Passion,2011,217,77.8,138266,118067,Dealer,Tier 3,Electric,Not Insured,Rajasthan,25,14,14.61
Suzuki,Access,2023,132,47.2,32317,21896,Individual,Tier 1,Petrol,Not Insured,Uttar Pradesh,38,2,32.25
Honda,Livo,2022,112,52.6,100506,77207,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,16,3,23.18
Yamaha,SZ,2008,257,42.6,87013,24247,Individual,Tier 2,Electric,Not Insured,Maharashtra,32,17,72.13
Yamaha,SZ,2022,86,48.0,123279,37020,Dealer,Tier 2,Electric,Insured,Gujarat,22,3,69.97
Suzuki,Access,2016,119,38.7,116983,22602,Dealer,Tier 1,Electric,Not Insured,Tamil Nadu,11,9,80.68
Bajaj,CT 100,2012,153,66.8,52124,38292,Dealer,Tier 1,Electric,Insured,Rajasthan,25,13,26.54
Yamaha,SZ,2012,290,71.2,129446,44265,Dealer,Tier 1,Electric,Insured,Rajasthan,41,13,65.8
Honda,Livo,2007,326,31.3,110795,33961,Individual,Tier 2,Electric,Insured,Karnataka,48,18,69.35
Yamaha,R15,2016,238,77.7,92003,29218,Dealer,Tier 1,Electric,Not Insured,Gujarat,34,9,68.24
Hero,Splendor,2023,81,71.1,64775,26039,Dealer,Tier 3,Diesel,Not Insured,Delhi,40,2,59.8
Suzuki,Access,2017,217,43.5,93050,64926,Dealer,Tier 3,Electric,Not Insured,Delhi,49,8,30.22
Honda,Unicorn,2019,289,49.1,42995,32480,Dealer,Tier 2,Diesel,Not Insured,Karnataka,47,6,24.46
Yamaha,R15,2011,111,78.7,51411,37050,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,43,14,27.93
Yamaha,R15,2009,348,35.6,135661,129233,Dealer,Tier 1,Petrol,Insured,Rajasthan,49,16,4.74
Bajaj,Avenger,2016,174,41.9,117206,53682,Dealer,Tier 1,Petrol,Insured,Karnataka,39,9,54.2
Yamaha,FZ,2013,97,40.5,82310,75782,Individual,Tier 2,Petrol,Insured,Rajasthan,50,12,7.93
Honda,Shine,2015,203,53.0,58124,38958,Dealer,Tier 1,Diesel,Insured,Rajasthan,19,10,32.97
Hero,Splendor,2021,344,52.5,49299,48695,Dealer,Tier 1,Electric,Not Insured,Delhi,22,4,1.23
Bajaj,Pulsar,2009,299,47.3,68092,63327,Dealer,Tier 2,Diesel,Insured,Delhi,59,16,7.0
Bajaj,CT 100,2016,267,43.5,124016,74078,Individual,Tier 1,Petrol,Insured,Tamil Nadu,18,9,40.27
Suzuki,Access,2011,334,79.0,132466,24710,Dealer,Tier 2,Diesel,Not Insured,Delhi,18,14,81.35
Bajaj,Avenger,2010,211,73.6,147091,34287,Dealer,Tier 3,Diesel,Not Insured,Maharashtra,22,15,76.69
Honda,Livo,2007,326,77.9,69416,65943,Individual,Tier 2,Diesel,Insured,Rajasthan,27,18,5.0
Suzuki,Burgman,2015,268,30.7,60146,30235,Individual,Tier 3,Diesel,Not Insured,Uttar Pradesh,26,10,49.73
Honda,Shine,2008,272,46.6,137924,127546,Dealer,Tier 1,Petrol,Insured,Gujarat,15,17,7.52
Bajaj,Pulsar,2016,117,57.1,104333,97942,Individual,Tier 3,Electric,Insured,Rajasthan,49,9,6.13
Bajaj,Pulsar,2017,312,39.5,42205,40440,Individual,Tier 2,Electric,Not Insured,Rajasthan,33,8,4.18
Hero,Splendor,2018,121,62.7,67339,43784,Dealer,Tier 3,Electric,Insured,Karnataka,16,7,34.98
Suzuki,Gixxer,2013,173,79.4,137695,85988,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,13,12,37.55
Yamaha,R15,2022,177,60.8,34419,28881,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,16,3,16.09
Yamaha,R15,2021,126,76.7,59586,43448,Dealer,Tier 2,Electric,Not Insured,Uttar Pradesh,51,4,27.08
Honda,Livo,2005,209,70.0,66909,53866,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,30,20,19.49
Suzuki,Burgman,2011,241,53.9,55356,23217,Dealer,Tier 3,Petrol,Not Insured,Karnataka,53,14,58.06
Bajaj,CT 100,2021,309,64.4,134747,77138,Individual,Tier 2,Diesel,Not Insured,Gujarat,38,4,42.75
Hero,Passion,2018,186,50.2,78453,24946,Individual,Tier 1,Electric,Not Insured,Maharashtra,35,7,68.2
Hero,Passion,2008,198,43.3,31082,28928,Dealer,Tier 2,Petrol,Insured,Maharashtra,60,17,6.93
Honda,Livo,2023,314,41.2,44961,32264,Dealer,Tier 1,Diesel,Not Insured,Delhi,52,2,28.24
Yamaha,FZ,2007,342,34.1,96067,26110,Individual,Tier 2,Electric,Not Insured,Maharashtra,51,18,72.82
Bajaj,Avenger,2017,214,37.0,95991,86415,Dealer,Tier 2,Electric,Insured,Maharashtra,15,8,9.98
Bajaj,Avenger,2005,141,33.2,117812,113194,Individual,Tier 1,Petrol,Not Insured,Maharashtra,15,20,3.92
Hero,HF Deluxe,2013,186,66.8,91696,60906,Individual,Tier 1,Electric,Not Insured,Maharashtra,45,12,33.58
Suzuki,Access,2022,124,75.3,105096,79860,Dealer,Tier 3,Petrol,Not Insured,Karnataka,34,3,24.01
Hero,HF Deluxe,2005,123,47.3,117927,45783,Dealer,Tier 1,Electric,Insured,Maharashtra,23,20,61.18
Yamaha,FZ,2008,320,53.1,69814,22788,Dealer,Tier 2,Diesel,Not Insured,Delhi,36,17,67.36
Suzuki,Gixxer,2006,324,65.0,100653,88649,Dealer,Tier 1,Petrol,Insured,Maharashtra,29,19,11.93
Bajaj,CT 100,2021,131,77.1,99607,53588,Individual,Tier 2,Electric,Insured,Tamil Nadu,20,4,46.2
Bajaj,CT 100,2010,134,79.9,77610,43456,Individual,Tier 1,Electric,Insured,Karnataka,32,15,44.01
Bajaj,CT 100,2013,191,37.6,49864,27476,Dealer,Tier 1,Diesel,Insured,Gujarat,18,12,44.9
Suzuki,Access,2007,301,63.4,38257,26946,Dealer,Tier 1,Diesel,Insured,Gujarat,34,18,29.57
Hero,HF Deluxe,2013,258,72.5,35189,31719,Dealer,Tier 3,Petrol,Not Insured,Delhi,30,12,9.86
Suzuki,Gixxer,2013,181,42.9,107130,29810,Individual,Tier 3,Electric,Insured,Rajasthan,50,12,72.17
Hero,Passion,2013,267,63.8,81871,72789,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,25,12,11.09
Honda,Livo,2023,324,61.8,128581,38354,Individual,Tier 3,Diesel,Insured,Delhi,10,2,70.17
Yamaha,FZ,2009,127,68.9,112342,84516,Individual,Tier 1,Diesel,Not Insured,Rajasthan,11,16,24.77
Yamaha,SZ,2016,176,75.3,103253,85662,Individual,Tier 3,Electric,Not Insured,Uttar Pradesh,14,9,17.04
Yamaha,R15,2017,138,78.2,79564,76949,Dealer,Tier 1,Electric,Insured,Gujarat,18,8,3.29
Suzuki,Gixxer,2019,254,32.8,65094,59123,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,39,6,9.17
Bajaj,Avenger,2020,202,60.0,138167,32423,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,12,5,76.53
Suzuki,Access,2006,149,74.8,131583,88223,Dealer,Tier 3,Petrol,Insured,Maharashtra,16,19,32.95
Bajaj,Pulsar,2009,106,59.1,59657,30351,Individual,Tier 3,Diesel,Insured,Karnataka,51,16,49.12
Honda,Livo,2011,81,30.4,49401,49134,Individual,Tier 3,Diesel,Not Insured,Maharashtra,27,14,0.54
Yamaha,FZ,2015,335,50.4,87081,39672,Dealer,Tier 3,Petrol,Insured,Rajasthan,46,10,54.44
Yamaha,SZ,2020,304,44.0,47033,36951,Dealer,Tier 3,Electric,Insured,Rajasthan,33,5,21.44
Bajaj,Avenger,2013,214,37.6,90358,60103,Individual,Tier 2,Electric,Insured,Karnataka,58,12,33.48
Suzuki,Gixxer,2016,197,32.9,42772,26670,Individual,Tier 1,Petrol,Not Insured,Karnataka,31,9,37.65
Honda,Shine,2019,157,58.4,78972,55031,Individual,Tier 2,Diesel,Insured,Delhi,53,6,30.32
Honda,Unicorn,2018,237,36.7,30239,20789,Individual,Tier 1,Diesel,Insured,Tamil Nadu,27,7,31.25
Yamaha,R15,2011,255,41.3,95864,51763,Individual,Tier 2,Petrol,Not Insured,Rajasthan,21,14,46.0
Bajaj,Pulsar,2012,105,33.3,100617,75025,Individual,Tier 1,Petrol,Not Insured,Rajasthan,42,13,25.44
Bajaj,Pulsar,2014,88,75.2,103483,59924,Individual,Tier 2,Petrol,Not Insured,Gujarat,14,11,42.09
Yamaha,SZ,2017,330,62.1,106794,102461,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,35,8,4.06
Hero,HF Deluxe,2007,164,68.6,86502,80290,Individual,Tier 3,Electric,Not Insured,Karnataka,39,18,7.18
Bajaj,CT 100,2018,296,55.2,121797,87170,Individual,Tier 2,Diesel,Insured,Rajasthan,55,7,28.43
Yamaha,SZ,2008,340,46.0,117821,108807,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,25,17,7.65
Hero,Splendor,2006,328,48.0,59773,50801,Dealer,Tier 3,Electric,Insured,Karnataka,48,19,15.01
Yamaha,FZ,2018,134,30.0,146946,105157,Individual,Tier 1,Petrol,Not Insured,Karnataka,29,7,28.44
Suzuki,Access,2014,192,31.2,97788,81036,Individual,Tier 2,Petrol,Not Insured,Uttar Pradesh,24,11,17.13
Hero,Splendor,2015,111,61.0,97172,26480,Individual,Tier 2,Diesel,Not Insured,Karnataka,41,10,72.75
Honda,Shine,2006,184,64.5,138146,28621,Dealer,Tier 2,Petrol,Not Insured,Gujarat,51,19,79.28
Bajaj,Pulsar,2011,314,53.3,68541,67730,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,52,14,1.18
Bajaj,CT 100,2018,228,46.2,97573,55530,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,51,7,43.09
Honda,Livo,2014,111,44.8,127706,110920,Dealer,Tier 3,Electric,Insured,Rajasthan,24,11,13.14
Yamaha,FZ,2011,304,77.0,42236,24754,Dealer,Tier 2,Diesel,Insured,Delhi,34,14,41.39
Yamaha,FZ,2011,133,55.0,44817,22446,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,29,14,49.92
Honda,Unicorn,2006,102,66.9,51730,46775,Dealer,Tier 3,Diesel,Insured,Gujarat,47,19,9.58
Suzuki,Gixxer,2021,149,74.9,94812,23514,Dealer,Tier 1,Diesel,Not Insured,Karnataka,24,4,75.2
Hero,Passion,2023,255,38.9,71633,34491,Individual,Tier 1,Electric,Insured,Karnataka,38,2,51.85
Hero,HF Deluxe,2009,138,54.0,69482,25660,Individual,Tier 2,Petrol,Insured,Karnataka,55,16,63.07
Hero,Passion,2022,330,70.4,137805,70489,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,24,3,48.85
Suzuki,Gixxer,2020,105,41.9,74447,46086,Dealer,Tier 1,Diesel,Insured,Karnataka,28,5,38.1
Bajaj,Pulsar,2012,297,77.0,122645,39111,Dealer,Tier 1,Diesel,Insured,Gujarat,45,13,68.11
Suzuki,Gixxer,2022,192,40.3,65145,56819,Individual,Tier 2,Electric,Insured,Delhi,43,3,12.78
Yamaha,SZ,2013,348,65.9,92531,36055,Dealer,Tier 2,Diesel,Not Insured,Uttar Pradesh,57,12,61.03
Yamaha,R15,2010,86,46.7,68428,21171,Individual,Tier 3,Petrol,Not Insured,Karnataka,44,15,69.06
Hero,HF Deluxe,2007,140,65.0,31904,26189,Individual,Tier 2,Diesel,Not Insured,Maharashtra,14,18,17.91
Honda,Livo,2023,260,30.4,84268,83940,Individual,Tier 1,Petrol,Insured,Rajasthan,48,2,0.39
Suzuki,Burgman,2023,294,32.6,77105,73907,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,12,2,4.15
Hero,Passion,2021,111,73.6,91242,34849,Dealer,Tier 1,Petrol,Insured,Uttar Pradesh,24,4,61.81
Suzuki,Gixxer,2017,96,72.0,66792,60324,Individual,Tier 3,Diesel,Not Insured,Rajasthan,36,8,9.68
Hero,HF Deluxe,2008,345,52.8,108100,73718,Dealer,Tier 3,Petrol,Not Insured,Uttar Pradesh,12,17,31.81
Hero,Passion,2016,172,34.6,63690,54583,Dealer,Tier 3,Diesel,Not Insured,Uttar Pradesh,43,9,14.3
Hero,Passion,2005,206,35.6,71462,64783,Dealer,Tier 3,Petrol,Insured,Maharashtra,57,20,9.35
Suzuki,Access,2020,200,40.9,117810,82557,Dealer,Tier 2,Electric,Not Insured,Tamil Nadu,58,5,29.92
Honda,Unicorn,2005,137,68.1,114882,77868,Individual,Tier 1,Diesel,Insured,Karnataka,13,20,32.22
Hero,Passion,2023,101,58.7,42519,26733,Individual,Tier 2,Petrol,Not Insured,Tamil Nadu,25,2,37.13
Yamaha,FZ,2010,280,49.8,53786,38634,Dealer,Tier 3,Electric,Not Insured,Gujarat,28,15,28.17
Yamaha,FZ,2023,293,39.9,111723,93126,Individual,Tier 2,Petrol,Not Insured,Delhi,12,2,16.65
Suzuki,Gixxer,2015,92,68.6,134570,88583,Individual,Tier 3,Petrol,Not Insured,Uttar Pradesh,19,10,34.17
Hero,Splendor,2009,97,45.7,135058,68790,Dealer,Tier 1,Diesel,Insured,Maharashtra,19,16,49.07
Yamaha,FZ,2011,132,50.0,73275,49770,Individual,Tier 1,Petrol,Insured,Tamil Nadu,55,14,32.08
Suzuki,Gixxer,2011,181,61.6,98815,30912,Individual,Tier 2,Diesel,Not Insured,Maharashtra,51,14,68.72
Bajaj,CT 100,2005,228,51.0,108597,52520,Individual,Tier 3,Petrol,Not Insured,Maharashtra,14,20,51.64
Hero,HF Deluxe,2018,216,47.1,40333,31792,Dealer,Tier 3,Electric,Insured,Rajasthan,54,7,21.18
Suzuki,Gixxer,2005,280,55.2,64590,40855,Individual,Tier 1,Petrol,Insured,Tamil Nadu,18,20,36.75
Yamaha,FZ,2022,167,79.1,119898,84884,Dealer,Tier 1,Petrol,Insured,Maharashtra,56,3,29.2
Suzuki,Burgman,2010,209,44.3,110518,38552,Dealer,Tier 3,Petrol,Insured,Maharashtra,20,15,65.12
Yamaha,FZ,2006,105,63.3,30388,24851,Individual,Tier 1,Electric,Insured,Gujarat,50,19,18.22
Hero,Splendor,2023,311,74.9,69450,28328,Individual,Tier 2,Diesel,Not Insured,Maharashtra,57,2,59.21
Hero,Splendor,2022,305,30.1,84034,83748,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,10,3,0.34
Bajaj,Pulsar,2021,287,33.2,34047,31242,Dealer,Tier 2,Diesel,Not Insured,Rajasthan,44,4,8.24
Hero,Splendor,2016,152,79.6,98988,38588,Individual,Tier 1,Petrol,Not Insured,Karnataka,44,9,61.02
Suzuki,Access,2018,105,31.6,55735,22433,Individual,Tier 1,Diesel,Not Insured,Rajasthan,55,7,59.75
Hero,HF Deluxe,2021,243,65.1,84454,71461,Individual,Tier 1,Electric,Insured,Rajasthan,40,4,15.38
Honda,Livo,2020,204,39.3,70071,65259,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,52,5,6.87
Yamaha,FZ,2018,200,31.5,103357,55418,Dealer,Tier 2,Electric,Insured,Karnataka,12,7,46.38
Bajaj,Avenger,2005,334,45.2,143919,37157,Individual,Tier 1,Petrol,Insured,Maharashtra,45,20,74.18
Bajaj,CT 100,2007,271,71.2,149753,104723,Dealer,Tier 1,Electric,Insured,Gujarat,35,18,30.07
Honda,Unicorn,2020,283,46.7,74553,49618,Individual,Tier 1,Petrol,Insured,Maharashtra,30,5,33.45
Yamaha,FZ,2011,118,32.7,30557,27386,Individual,Tier 2,Electric,Not Insured,Maharashtra,23,14,10.38
Suzuki,Burgman,2021,272,50.7,83236,71738,Dealer,Tier 2,Petrol,Insured,Rajasthan,59,4,13.81
Hero,HF Deluxe,2007,189,69.5,97383,81699,Dealer,Tier 2,Petrol,Insured,Delhi,30,18,16.11
Yamaha,R15,2022,125,55.1,120505,22969,Individual,Tier 1,Electric,Insured,Tamil Nadu,24,3,80.94
Honda,Shine,2016,301,67.4,69391,43039,Individual,Tier 1,Electric,Not Insured,Rajasthan,40,9,37.98
Hero,Splendor,2006,269,56.0,61967,24767,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,45,19,60.03
Yamaha,FZ,2020,147,40.1,124581,75729,Individual,Tier 3,Petrol,Insured,Rajasthan,47,5,39.21
Suzuki,Burgman,2011,269,65.6,96265,60681,Individual,Tier 3,Electric,Not Insured,Uttar Pradesh,33,14,36.96
Hero,HF Deluxe,2022,236,45.9,107884,44165,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,33,3,59.06
Suzuki,Gixxer,2011,98,63.9,115458,43451,Individual,Tier 1,Diesel,Not Insured,Tamil Nadu,18,14,62.37
Bajaj,Pulsar,2010,196,54.2,136610,36508,Individual,Tier 3,Electric,Insured,Rajasthan,39,15,73.28
Hero,Splendor,2011,169,61.8,72099,65189,Individual,Tier 3,Diesel,Insured,Karnataka,23,14,9.58
Honda,Unicorn,2020,184,68.5,132826,94891,Individual,Tier 2,Electric,Not Insured,Uttar Pradesh,58,5,28.56
Honda,Unicorn,2010,350,30.6,148595,26215,Dealer,Tier 1,Petrol,Not Insured,Delhi,15,15,82.36
Suzuki,Access,2022,270,35.0,103404,94031,Individual,Tier 2,Petrol,Insured,Karnataka,39,3,9.06
Suzuki,Access,2013,181,44.5,149277,131219,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,48,12,12.1
Hero,Passion,2012,285,71.4,97911,44435,Dealer,Tier 3,Petrol,Not Insured,Delhi,55,13,54.62
Suzuki,Gixxer,2010,220,70.9,117014,81294,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,60,15,30.53
Yamaha,SZ,2012,314,48.5,99790,97876,Individual,Tier 2,Petrol,Not Insured,Maharashtra,24,13,1.92
Hero,Passion,2007,317,67.3,38747,35512,Dealer,Tier 3,Electric,Not Insured,Uttar Pradesh,58,18,8.35
Hero,Passion,2017,139,79.0,39081,20965,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,39,8,46.36
Bajaj,Avenger,2019,241,53.1,133625,47996,Individual,Tier 1,Electric,Not Insured,Rajasthan,60,6,64.08
Yamaha,SZ,2005,102,35.6,103138,82504,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,32,20,20.01
Suzuki,Burgman,2009,286,76.5,139027,22664,Individual,Tier 2,Diesel,Not Insured,Rajasthan,26,16,83.7
Yamaha,SZ,2018,232,50.1,98004,71389,Individual,Tier 3,Electric,Not Insured,Rajasthan,29,7,27.16
Honda,Shine,2010,230,76.4,97136,72399,Individual,Tier 2,Petrol,Not Insured,Karnataka,19,15,25.47
Suzuki,Access,2007,234,41.1,144212,68040,Individual,Tier 2,Petrol,Insured,Karnataka,14,18,52.82
Yamaha,FZ,2011,193,31.9,36678,27112,Dealer,Tier 3,Electric,Not Insured,Tamil Nadu,24,14,26.08
Yamaha,SZ,2008,335,53.9,99747,63706,Individual,Tier 1,Petrol,Insured,Karnataka,28,17,36.13
Bajaj,CT 100,2006,187,40.2,82809,28069,Dealer,Tier 2,Diesel,Not Insured,Karnataka,22,19,66.1
Yamaha,SZ,2006,320,49.3,75762,31001,Dealer,Tier 2,Diesel,Not Insured,Gujarat,58,19,59.08
